Dimension,PopulationSize,Generations,EngineType,Complexity,Best result,Mean best result,Mean first achieved iter,Mean finished eval at,Mean eval ime
5,10,500,Islands(8),0,0.0,0.0,0.0,4.0,105.2
5,10,500,Islands(8),1,9.858721933570791,9.73,0.0,4.0,107.2
5,10,500,Islands(8),2,9.886395305324697,9.72,0.0,4.0,105.0
5,10,500,Islands(8),3,9.906838885476166,9.79,0.0,4.0,108.0
5,10,500,Islands(8),4,9.89119858183265,9.69,0.0,4.0,105.7
5,10,500,Islands(8),5,9.955546765763232,9.74,0.0,4.0,107.2
5,10,1000,SingleThreaded,0,0.0,0.0,0.0,1000.0,5.0
5,10,1000,SingleThreaded,1,6.76777144687577,5.16,0.0,1000.0,8.6
5,10,1000,SingleThreaded,2,6.76777144687577,5.16,0.0,1000.0,11.1
5,10,1000,SingleThreaded,3,6.76777144687577,5.16,0.0,1000.0,14.0
5,10,1000,SingleThreaded,4,6.76777144687577,5.16,0.0,1000.0,16.2
5,10,1000,SingleThreaded,5,6.76777144687577,5.16,0.0,1000.0,19.3
5,10,1000,MasterSlave,0,0.0,0.0,0.0,1000.0,22.3
5,10,1000,MasterSlave,1,6.76777144687577,5.16,0.0,1000.0,25.7
5,10,1000,MasterSlave,2,6.76777144687577,5.16,0.0,1000.0,27.2
5,10,1000,MasterSlave,3,6.76777144687577,5.16,0.0,1000.0,30.2
5,10,1000,MasterSlave,4,6.76777144687577,5.16,0.0,1000.0,32.9
5,10,1000,MasterSlave,5,6.76777144687577,5.16,0.0,1000.0,34.0
5,10,1000,Islands(2),0,0.0,0.0,0.0,9.0,25.1
5,10,1000,Islands(2),1,9.772095032892025,9.39,0.0,9.0,25.2
5,10,1000,Islands(2),2,9.908907512193307,9.44,0.0,9.0,24.9
5,10,1000,Islands(2),3,9.952497855076526,9.41,0.0,9.0,24.0
5,10,1000,Islands(2),4,9.862702308820001,9.33,0.0,9.0,24.2
5,10,1000,Islands(2),5,9.78319509466156,9.39,0.0,9.0,25.7
5,10,1000,Islands(8),0,0.0,0.0,0.0,9.0,202.2
5,10,1000,Islands(8),1,9.850061622731669,9.72,0.0,9.0,207.1
5,10,1000,Islands(8),2,9.908352466866571,9.77,0.0,9.0,213.8
5,10,1000,Islands(8),3,9.877189199768315,9.72,0.0,9.0,203.5
5,10,1000,Islands(8),4,9.81597356495425,9.68,0.0,9.0,208.3
5,10,1000,Islands(8),5,9.94220813997811,9.73,0.0,9.0,223.9
5,50,100,SingleThreaded,0,0.0,0.0,0.0,100.0,2.1
5,50,100,SingleThreaded,1,7.183697878059412,5.97,0.0,100.0,4.3
5,50,100,SingleThreaded,2,7.183697878059412,5.97,0.0,100.0,6.0
5,50,100,SingleThreaded,3,7.183697878059412,5.97,0.0,100.0,7.1
5,50,100,SingleThreaded,4,7.183697878059412,5.97,0.0,100.0,8.2
5,50,100,SingleThreaded,5,7.183697878059412,5.97,0.0,100.0,10.1
5,50,100,MasterSlave,0,0.0,0.0,0.0,100.0,5.0
5,50,100,MasterSlave,1,7.183697878059412,5.97,0.0,100.0,11.7
5,50,100,MasterSlave,2,7.183697878059412,5.97,0.0,100.0,8.0
5,50,100,MasterSlave,3,7.183697878059412,5.97,0.0,100.0,8.9
5,50,100,MasterSlave,4,7.183697878059412,5.97,0.0,100.0,9.0
5,50,100,MasterSlave,5,7.183697878059412,5.97,0.0,100.0,9.1
5,50,100,Islands(2),0,0.0,0.0,0.0,0.0,14.4
5,50,100,Islands(2),1,9.928385196745367,9.78,0.0,0.0,12.9
5,50,100,Islands(2),2,9.941115981096628,9.81,0.0,0.0,13.2
5,50,100,Islands(2),3,9.938129747145501,9.82,0.0,0.0,12.2
5,50,100,Islands(2),4,9.958329386809558,9.85,0.0,0.0,13.1
5,50,100,Islands(2),5,9.945564796203547,9.81,0.0,0.0,14.6
5,50,100,Islands(8),0,0.0,0.0,0.0,0.0,122.3
5,50,100,Islands(8),1,9.935876161228979,9.9,0.0,0.0,119.2
5,50,100,Islands(8),2,9.928957437477877,9.88,0.0,0.0,116.9
5,50,100,Islands(8),3,9.95021284630013,9.9,0.0,0.0,118.7
5,50,100,Islands(8),4,9.95029924873283,9.86,0.0,0.0,122.1
5,50,100,Islands(8),5,9.94586902032042,9.91,0.0,0.0,122.6
5,50,200,SingleThreaded,0,0.0,0.0,0.0,200.0,5.1
5,50,200,SingleThreaded,1,7.183697878059412,5.97,0.0,200.0,9.3
5,50,200,SingleThreaded,2,7.183697878059412,5.97,0.0,200.0,11.7
5,50,200,SingleThreaded,3,7.183697878059412,5.97,0.0,200.0,14.9
5,50,200,SingleThreaded,4,7.183697878059412,5.97,0.0,200.0,17.2
5,50,200,SingleThreaded,5,7.183697878059412,5.97,0.0,200.0,20.1
5,50,200,MasterSlave,0,0.0,0.0,0.0,200.0,10.2
5,50,200,MasterSlave,1,7.183697878059412,5.97,0.0,200.0,16.0
5,50,200,MasterSlave,2,7.183697878059412,5.97,0.0,200.0,18.9
5,50,200,MasterSlave,3,7.183697878059412,5.97,0.0,200.0,17.7
5,50,200,MasterSlave,4,7.183697878059412,5.97,0.0,200.0,17.8
5,50,200,MasterSlave,5,7.183697878059412,5.97,0.0,200.0,18.5
5,50,200,Islands(2),0,0.0,0.0,0.0,1.0,29.0
5,50,200,Islands(2),1,9.915531219764492,9.76,0.0,1.0,25.5
5,50,200,Islands(2),2,9.9592217443211,9.76,0.0,1.0,27.3
5,50,200,Islands(2),3,9.946628706583947,9.85,0.0,1.0,22.2
5,50,200,Islands(2),4,9.947173546617666,9.8,0.0,1.0,28.5
5,50,200,Islands(2),5,9.915466668867552,9.8,0.0,1.0,27.1
5,50,200,Islands(8),0,0.0,0.0,0.0,1.0,242.2
5,50,200,Islands(8),1,9.987221522842404,9.9,0.0,1.0,244.7
5,50,200,Islands(8),2,9.967085748904562,9.9,0.0,1.0,228.5
5,50,200,Islands(8),3,9.957908115361427,9.92,0.0,1.0,244.6
5,50,200,Islands(8),4,9.946191829208509,9.88,0.0,1.0,235.7
5,50,200,Islands(8),5,9.950269786723798,9.89,0.0,1.0,241.4
5,50,500,SingleThreaded,0,0.0,0.0,0.0,500.0,12.5
5,50,500,SingleThreaded,1,7.183697878059412,5.97,0.0,500.0,21.8
5,50,500,SingleThreaded,2,7.183697878059412,5.97,0.0,500.0,28.6
5,50,500,SingleThreaded,3,7.183697878059412,5.97,0.0,500.0,36.2
5,50,500,SingleThreaded,4,7.183697878059412,5.97,0.0,500.0,43.1
5,50,500,SingleThreaded,5,7.183697878059412,5.97,0.0,500.0,47.8
5,50,500,MasterSlave,0,0.0,0.0,0.0,500.0,27.7
5,50,500,MasterSlave,1,7.183697878059412,5.97,0.0,500.0,36.0
5,50,500,MasterSlave,2,7.183697878059412,5.97,0.0,500.0,37.5
5,50,500,MasterSlave,3,7.183697878059412,5.97,0.0,500.0,39.5
5,50,500,MasterSlave,4,7.183697878059412,5.97,0.0,500.0,41.3
5,50,500,MasterSlave,5,7.183697878059412,5.97,0.0,500.0,42.9
5,50,500,Islands(2),0,0.0,0.0,0.0,4.0,63.9
5,50,500,Islands(2),1,9.910707574383741,9.8,0.0,4.0,54.9
5,50,500,Islands(2),2,9.950139834147896,9.84,0.0,4.0,47.6
5,50,500,Islands(2),3,9.96316781044121,9.84,0.0,4.0,56.1
5,50,500,Islands(2),4,9.904811588210285,9.82,0.0,4.0,53.7
5,50,500,Islands(2),5,9.925834658565105,9.82,0.0,4.0,59.4
5,50,500,Islands(8),0,0.0,0.0,0.0,4.0,572.7
5,50,500,Islands(8),1,9.937935246703148,9.89,0.0,4.0,601.2
5,50,500,Islands(8),2,9.937425858506678,9.9,0.0,4.0,582.7
5,50,500,Islands(8),3,9.963404570175452,9.91,0.0,4.0,594.6
5,50,500,Islands(8),4,9.937445138877358,9.89,0.0,4.0,615.2
5,50,500,Islands(8),5,9.93380315336229,9.91,0.0,4.0,573.5
5,50,1000,SingleThreaded,0,0.0,0.0,0.0,1000.0,25.3
5,50,1000,SingleThreaded,1,7.183697878059412,5.97,0.0,1000.0,44.9
5,50,1000,SingleThreaded,2,7.183697878059412,5.97,0.0,1000.0,59.4
5,50,1000,SingleThreaded,3,7.183697878059412,5.97,0.0,1000.0,72.8
5,50,1000,SingleThreaded,4,7.183697878059412,5.97,0.0,1000.0,81.7
5,50,1000,SingleThreaded,5,7.183697878059412,5.97,0.0,1000.0,92.7
5,50,1000,MasterSlave,0,0.0,0.0,0.0,1000.0,45.6
5,50,1000,MasterSlave,1,7.183697878059412,5.97,0.0,1000.0,67.9
5,50,1000,MasterSlave,2,7.183697878059412,5.97,0.0,1000.0,71.4
5,50,1000,MasterSlave,3,7.183697878059412,5.97,0.0,1000.0,75.6
5,50,1000,MasterSlave,4,7.183697878059412,5.97,0.0,1000.0,78.0
5,50,1000,MasterSlave,5,7.183697878059412,5.97,0.0,1000.0,84.0
5,50,1000,Islands(2),0,0.0,0.0,0.0,9.0,126.7
5,50,1000,Islands(2),1,9.916527334718836,9.84,0.0,9.0,113.7
5,50,1000,Islands(2),2,9.905507164059745,9.76,0.0,9.0,117.6
5,50,1000,Islands(2),3,9.94434911107071,9.83,0.0,9.0,100.0
5,50,1000,Islands(2),4,9.960661044456161,9.83,0.0,9.0,105.9
5,50,1000,Islands(2),5,9.90747590562528,9.77,0.0,9.0,114.9
5,50,1000,Islands(8),0,0.0,0.0,0.0,9.0,1015.8
5,50,1000,Islands(8),1,9.963123224102485,9.9,0.0,9.0,1256.2
5,50,1000,Islands(8),2,9.951035834640653,9.91,0.0,9.0,1244.3
5,50,1000,Islands(8),3,9.94650363172169,9.87,0.0,9.0,1179.1
5,50,1000,Islands(8),4,9.971251343981518,9.9,0.0,9.0,1153.0
5,50,1000,Islands(8),5,9.942588453479217,9.89,0.0,9.0,1198.2
5,100,100,SingleThreaded,0,0.0,0.0,0.0,100.0,5.1
5,100,100,SingleThreaded,1,7.300531534388083,6.3,0.0,100.0,9.4
5,100,100,SingleThreaded,2,7.300531534388083,6.3,0.0,100.0,12.1
5,100,100,SingleThreaded,3,7.300531534388083,6.3,0.0,100.0,15.0
5,100,100,SingleThreaded,4,7.300531534388083,6.3,0.0,100.0,18.4
5,100,100,SingleThreaded,5,7.300531534388083,6.3,0.0,100.0,21.0
5,100,100,MasterSlave,0,0.0,0.0,0.0,100.0,10.0
5,100,100,MasterSlave,1,7.300531534388083,6.3,0.0,100.0,14.7
5,100,100,MasterSlave,2,7.300531534388083,6.3,0.0,100.0,15.0
5,100,100,MasterSlave,3,7.300531534388083,6.3,0.0,100.0,15.5
5,100,100,MasterSlave,4,7.300531534388083,6.3,0.0,100.0,16.0
5,100,100,MasterSlave,5,7.300531534388083,6.3,0.0,100.0,17.0
5,100,100,Islands(2),0,0.0,0.0,0.0,0.0,30.2
5,100,100,Islands(2),1,9.957539987404127,9.85,0.0,0.0,25.5
5,100,100,Islands(2),2,9.95092855693156,9.84,0.0,0.0,21.6
5,100,100,Islands(2),3,9.933014554463075,9.83,0.0,0.0,26.4
5,100,100,Islands(2),4,9.94542195127677,9.86,0.0,0.0,27.7
5,100,100,Islands(2),5,9.936302644505886,9.83,0.0,0.0,30.1
5,100,100,Islands(8),0,0.0,0.0,0.0,0.0,229.3
5,100,100,Islands(8),1,9.961815746785039,9.91,0.0,0.0,244.1
5,100,100,Islands(8),2,9.968647896617936,9.92,0.0,0.0,249.5
5,100,100,Islands(8),3,9.944265966737674,9.9,0.0,0.0,239.6
5,100,100,Islands(8),4,9.941468977377612,9.91,0.0,0.0,235.7
5,100,100,Islands(8),5,9.978369978618586,9.93,0.0,0.0,246.1
5,100,200,SingleThreaded,0,0.0,0.0,0.0,200.0,9.4
5,100,200,SingleThreaded,1,7.300531534388083,6.3,0.0,200.0,17.5
5,100,200,SingleThreaded,2,7.300531534388083,6.3,0.0,200.0,23.2
5,100,200,SingleThreaded,3,7.300531534388083,6.3,0.0,200.0,29.2
5,100,200,SingleThreaded,4,7.300531534388083,6.3,0.0,200.0,35.0
5,100,200,SingleThreaded,5,7.300531534388083,6.3,0.0,200.0,41.0
5,100,200,MasterSlave,0,0.0,0.0,0.0,200.0,18.1
5,100,200,MasterSlave,1,7.300531534388083,6.3,0.0,200.0,28.1
5,100,200,MasterSlave,2,7.300531534388083,6.3,0.0,200.0,29.3
5,100,200,MasterSlave,3,7.300531534388083,6.3,0.0,200.0,30.1
5,100,200,MasterSlave,4,7.300531534388083,6.3,0.0,200.0,31.1
5,100,200,MasterSlave,5,7.300531534388083,6.3,0.0,200.0,37.1
5,100,200,Islands(2),0,0.0,0.0,0.0,1.0,55.8
5,100,200,Islands(2),1,9.979248003033973,9.84,0.0,1.0,45.3
5,100,200,Islands(2),2,9.91520753164939,9.83,0.0,1.0,46.4
5,100,200,Islands(2),3,9.940356419178592,9.86,0.0,1.0,46.6
5,100,200,Islands(2),4,9.913940720275207,9.82,0.0,1.0,49.2
5,100,200,Islands(2),5,9.936079672525434,9.85,0.0,1.0,49.3
5,100,200,Islands(8),0,0.0,0.0,0.0,1.0,442.2
5,100,200,Islands(8),1,9.9692435704481,9.91,0.0,1.0,469.6
5,100,200,Islands(8),2,9.954625551612967,9.91,0.0,1.0,488.7
5,100,200,Islands(8),3,9.976167685725645,9.92,0.0,1.0,514.7
5,100,200,Islands(8),4,9.94664342117867,9.92,0.0,1.0,522.2
5,100,200,Islands(8),5,9.961700273862714,9.92,0.0,1.0,514.8
5,100,500,SingleThreaded,0,0.0,0.0,0.0,500.0,25.9
5,100,500,SingleThreaded,1,7.300531534388083,6.3,0.0,500.0,47.1
5,100,500,SingleThreaded,2,7.300531534388083,6.3,0.0,500.0,59.8
5,100,500,SingleThreaded,3,7.300531534388083,6.3,0.0,500.0,74.0
5,100,500,SingleThreaded,4,7.300531534388083,6.3,0.0,500.0,82.4
5,100,500,SingleThreaded,5,7.300531534388083,6.3,0.0,500.0,91.8
5,100,500,MasterSlave,0,0.0,0.0,0.0,500.0,39.1
5,100,500,MasterSlave,1,7.300531534388083,6.3,0.0,500.0,59.3
5,100,500,MasterSlave,2,7.300531534388083,6.3,0.0,500.0,61.7
5,100,500,MasterSlave,3,7.300531534388083,6.3,0.0,500.0,65.0
5,100,500,MasterSlave,4,7.300531534388083,6.3,0.0,500.0,68.4
5,100,500,MasterSlave,5,7.300531534388083,6.3,0.0,500.0,77.0
5,100,500,Islands(2),0,0.0,0.0,0.0,4.0,130.3
5,100,500,Islands(2),1,9.931033098553506,9.8,0.0,4.0,116.8
5,100,500,Islands(2),2,9.88937643930316,9.83,0.0,4.0,112.8
5,100,500,Islands(2),3,9.93802008264843,9.88,0.0,4.0,124.3
5,100,500,Islands(2),4,9.935815748116491,9.81,0.0,4.0,130.7
5,100,500,Islands(2),5,9.951388271070343,9.88,0.0,4.0,138.8
5,100,500,Islands(8),0,0.0,0.0,0.0,4.0,1120.5
5,100,500,Islands(8),1,9.971718893824656,9.92,0.0,4.0,1276.5
5,100,500,Islands(8),2,9.948976795763311,9.91,0.0,4.0,1193.2
5,100,500,Islands(8),3,9.960480539055059,9.92,0.0,4.0,1174.6
5,100,500,Islands(8),4,9.964013693456039,9.92,0.0,4.0,1206.5
5,100,500,Islands(8),5,9.971250410965522,9.91,0.0,4.0,1222.3
5,100,1000,SingleThreaded,0,0.0,0.0,0.0,1000.0,49.7
5,100,1000,SingleThreaded,1,7.300531534388083,6.3,0.0,1000.0,89.8
5,100,1000,SingleThreaded,2,7.300531534388083,6.3,0.0,1000.0,110.9
5,100,1000,SingleThreaded,3,7.300531534388083,6.3,0.0,1000.0,131.1
5,100,1000,SingleThreaded,4,7.300531534388083,6.3,0.0,1000.0,151.5
5,100,1000,SingleThreaded,5,7.300531534388083,6.3,0.0,1000.0,176.7
5,100,1000,MasterSlave,0,0.0,0.0,0.0,1000.0,78.8
5,100,1000,MasterSlave,1,7.300531534388083,6.3,0.0,1000.0,118.8
5,100,1000,MasterSlave,2,7.300531534388083,6.3,0.0,1000.0,124.5
5,100,1000,MasterSlave,3,7.300531534388083,6.3,0.0,1000.0,129.4
5,100,1000,MasterSlave,4,7.300531534388083,6.3,0.0,1000.0,134.2
5,100,1000,MasterSlave,5,7.300531534388083,6.3,0.0,1000.0,149.3
5,100,1000,Islands(2),0,0.0,0.0,0.0,9.0,250.8
5,100,1000,Islands(2),1,9.939529176474473,9.87,0.0,9.0,211.0
5,100,1000,Islands(2),2,9.921311217998273,9.83,0.0,9.0,207.9
5,100,1000,Islands(2),3,9.947870690352755,9.87,0.0,9.0,224.8
5,100,1000,Islands(2),4,9.937746804837323,9.85,0.0,9.0,247.8
5,100,1000,Islands(2),5,9.906742172534996,9.86,0.0,9.0,281.1
5,100,1000,Islands(8),0,0.0,0.0,0.0,9.0,2291.3
5,100,1000,Islands(8),1,9.982067238419166,9.94,0.0,9.0,2492.6
5,100,1000,Islands(8),2,9.96575517850684,9.91,0.0,9.0,2309.1
5,100,1000,Islands(8),3,9.96537417608786,9.92,0.0,9.0,2545.0
5,100,1000,Islands(8),4,9.963186277009859,9.91,0.0,9.0,2391.5
5,100,1000,Islands(8),5,9.976374329629436,9.94,0.0,9.0,2468.3
10,10,100,SingleThreaded,0,0.0,0.0,0.0,100.0,0.0
10,10,100,SingleThreaded,1,5.016163112400886,4.67,0.0,100.0,1.0
10,10,100,SingleThreaded,2,5.016163112400886,4.67,0.0,100.0,1.0
10,10,100,SingleThreaded,3,5.016163112400886,4.67,0.0,100.0,2.0
10,10,100,SingleThreaded,4,5.016163112400886,4.67,0.0,100.0,2.0
10,10,100,SingleThreaded,5,5.016163112400886,4.67,0.0,100.0,3.0
10,10,100,MasterSlave,0,0.0,0.0,0.0,100.0,1.4
10,10,100,MasterSlave,1,5.016163112400886,4.67,0.0,100.0,2.2
10,10,100,MasterSlave,2,5.016163112400886,4.67,0.0,100.0,3.0
10,10,100,MasterSlave,3,5.016163112400886,4.67,0.0,100.0,3.0
10,10,100,MasterSlave,4,5.016163112400886,4.67,0.0,100.0,3.2
10,10,100,MasterSlave,5,5.016163112400886,4.67,0.0,100.0,3.6
10,10,100,Islands(2),0,0.0,0.0,0.0,0.0,2.0
10,10,100,Islands(2),1,8.670030149281748,8.44,0.0,0.0,2.4
10,10,100,Islands(2),2,8.970625526346586,8.28,0.0,0.0,2.1
10,10,100,Islands(2),3,8.637065623920371,8.33,0.0,0.0,3.0
10,10,100,Islands(2),4,8.99202843460202,8.5,0.0,0.0,3.3
10,10,100,Islands(2),5,8.899055987217004,8.33,0.0,0.0,3.4
10,10,100,Islands(8),0,0.0,0.0,0.0,0.0,21.2
10,10,100,Islands(8),1,9.318931000864021,8.74,0.0,0.0,22.3
10,10,100,Islands(8),2,9.067133723605943,8.66,0.0,0.0,22.1
10,10,100,Islands(8),3,9.113779972294296,8.69,0.0,0.0,21.4
10,10,100,Islands(8),4,8.952841845346464,8.63,0.0,0.0,21.8
10,10,100,Islands(8),5,8.901047949975212,8.58,0.0,0.0,20.8
10,10,200,SingleThreaded,0,0.0,0.0,0.0,200.0,1.0
10,10,200,SingleThreaded,1,5.016163112400886,4.67,0.0,200.0,2.0
10,10,200,SingleThreaded,2,5.016163112400886,4.67,0.0,200.0,3.0
10,10,200,SingleThreaded,3,5.016163112400886,4.67,0.0,200.0,4.1
10,10,200,SingleThreaded,4,5.016163112400886,4.67,0.0,200.0,5.0
10,10,200,SingleThreaded,5,5.016163112400886,4.67,0.0,200.0,6.0
10,10,200,MasterSlave,0,0.0,0.0,0.0,200.0,8.0
10,10,200,MasterSlave,1,5.016163112400886,4.67,0.0,200.0,5.0
10,10,200,MasterSlave,2,5.016163112400886,4.67,0.0,200.0,6.1
10,10,200,MasterSlave,3,5.016163112400886,4.67,0.0,200.0,7.0
10,10,200,MasterSlave,4,5.016163112400886,4.67,0.0,200.0,7.1
10,10,200,MasterSlave,5,5.016163112400886,4.67,0.0,200.0,7.5
10,10,200,Islands(2),0,0.0,0.0,0.0,1.0,4.8
10,10,200,Islands(2),1,8.659599312820427,8.17,0.0,1.0,4.9
10,10,200,Islands(2),2,8.848426324728582,8.36,0.0,1.0,5.2
10,10,200,Islands(2),3,8.787729234271705,8.35,0.0,1.0,5.6
10,10,200,Islands(2),4,9.06156146919713,8.6,0.0,1.0,8.0
10,10,200,Islands(2),5,8.531505116315405,8.28,0.0,1.0,7.0
10,10,200,Islands(8),0,0.0,0.0,0.0,1.0,43.1
10,10,200,Islands(8),1,8.88928100524512,8.59,0.0,1.0,43.0
10,10,200,Islands(8),2,9.170222457481334,8.71,0.0,1.0,42.7
10,10,200,Islands(8),3,8.71114215827695,8.52,0.0,1.0,40.7
10,10,200,Islands(8),4,8.846614272594984,8.7,0.0,1.0,40.8
10,10,200,Islands(8),5,8.944949183565427,8.64,0.0,1.0,40.5
10,10,500,SingleThreaded,0,0.0,0.0,0.0,500.0,2.0
10,10,500,SingleThreaded,1,5.016163112400886,4.67,0.0,500.0,7.1
10,10,500,SingleThreaded,2,5.016163112400886,4.67,0.0,500.0,7.5
10,10,500,SingleThreaded,3,5.016163112400886,4.67,0.0,500.0,10.0
10,10,500,SingleThreaded,4,5.016163112400886,4.67,0.0,500.0,13.1
10,10,500,SingleThreaded,5,5.016163112400886,4.67,0.0,500.0,15.0
10,10,500,MasterSlave,0,0.0,0.0,0.0,500.0,9.5
10,10,500,MasterSlave,1,5.016163112400886,4.67,0.0,500.0,12.9
10,10,500,MasterSlave,2,5.016163112400886,4.67,0.0,500.0,15.6
10,10,500,MasterSlave,3,5.016163112400886,4.67,0.0,500.0,20.6
10,10,500,MasterSlave,4,5.016163112400886,4.67,0.0,500.0,17.9
10,10,500,MasterSlave,5,5.016163112400886,4.67,0.0,500.0,19.0
10,10,500,Islands(2),0,0.0,0.0,0.0,4.0,12.3
10,10,500,Islands(2),1,9.033731498784263,8.34,0.0,4.0,11.1
10,10,500,Islands(2),2,8.831849857547347,8.41,0.0,4.0,12.4
10,10,500,Islands(2),3,8.632602299111475,8.28,0.0,4.0,13.7
10,10,500,Islands(2),4,9.22648564750004,8.45,0.0,4.0,16.1
10,10,500,Islands(2),5,9.09832395322477,8.45,0.0,4.0,20.9
10,10,500,Islands(8),0,0.0,0.0,0.0,4.0,105.2
10,10,500,Islands(8),1,9.264755423149767,8.79,0.0,4.0,103.4
10,10,500,Islands(8),2,8.882798948033214,8.59,0.0,4.0,101.6
10,10,500,Islands(8),3,8.95845842676893,8.77,0.0,4.0,106.6
10,10,500,Islands(8),4,8.84582990242599,8.62,0.0,4.0,101.7
10,10,500,Islands(8),5,9.128671577180587,8.65,0.0,4.0,105.6
10,10,1000,SingleThreaded,0,0.0,0.0,0.0,1000.0,5.0
10,10,1000,SingleThreaded,1,5.016163112400886,4.67,0.0,1000.0,10.1
10,10,1000,SingleThreaded,2,5.016163112400886,4.67,0.0,1000.0,15.0
10,10,1000,SingleThreaded,3,5.016163112400886,4.67,0.0,1000.0,21.1
10,10,1000,SingleThreaded,4,5.016163112400886,4.67,0.0,1000.0,26.1
10,10,1000,SingleThreaded,5,5.016163112400886,4.67,0.0,1000.0,31.4
10,10,1000,MasterSlave,0,0.0,0.0,0.0,1000.0,18.0
10,10,1000,MasterSlave,1,5.016163112400886,4.67,0.0,1000.0,26.4
10,10,1000,MasterSlave,2,5.016163112400886,4.67,0.0,1000.0,35.5
10,10,1000,MasterSlave,3,5.016163112400886,4.67,0.0,1000.0,33.9
10,10,1000,MasterSlave,4,5.016163112400886,4.67,0.0,1000.0,36.2
10,10,1000,MasterSlave,5,5.016163112400886,4.67,0.0,1000.0,37.5
10,10,1000,Islands(2),0,0.0,0.0,0.0,9.0,24.7
10,10,1000,Islands(2),1,8.742745905577001,8.48,0.0,9.0,23.1
10,10,1000,Islands(2),2,8.919658168730544,8.41,0.0,9.0,28.2
10,10,1000,Islands(2),3,8.954221109186875,8.45,0.0,9.0,26.3
10,10,1000,Islands(2),4,8.774930908755538,8.37,0.0,9.0,29.9
10,10,1000,Islands(2),5,8.69620728377302,8.31,0.0,9.0,34.3
10,10,1000,Islands(8),0,0.0,0.0,0.0,9.0,192.5
10,10,1000,Islands(8),1,8.943544741868237,8.56,0.0,9.0,201.3
10,10,1000,Islands(8),2,9.127337847566373,8.71,0.0,9.0,210.0
10,10,1000,Islands(8),3,9.251577740256987,8.84,0.0,9.0,214.5
10,10,1000,Islands(8),4,8.95597152407218,8.6,0.0,9.0,206.7
10,10,1000,Islands(8),5,9.072917049510265,8.56,0.0,9.0,207.6
10,50,100,SingleThreaded,0,0.0,0.0,0.0,100.0,2.1
10,50,100,SingleThreaded,1,5.464925461873452,5.17,0.0,100.0,5.0
10,50,100,SingleThreaded,2,5.464925461873452,5.17,0.0,100.0,8.0
10,50,100,SingleThreaded,3,5.464925461873452,5.17,0.0,100.0,11.1
10,50,100,SingleThreaded,4,5.464925461873452,5.17,0.0,100.0,13.0
10,50,100,SingleThreaded,5,5.464925461873452,5.17,0.0,100.0,16.5
10,50,100,MasterSlave,0,0.0,0.0,0.0,100.0,5.0
10,50,100,MasterSlave,1,5.464925461873452,5.17,0.0,100.0,8.0
10,50,100,MasterSlave,2,5.464925461873452,5.17,0.0,100.0,8.3
10,50,100,MasterSlave,3,5.464925461873452,5.17,0.0,100.0,9.0
10,50,100,MasterSlave,4,5.464925461873452,5.17,0.0,100.0,12.9
10,50,100,MasterSlave,5,5.464925461873452,5.17,0.0,100.0,10.0
10,50,100,Islands(2),0,0.0,0.0,0.0,0.0,14.3
10,50,100,Islands(2),1,9.026987803941347,8.81,0.0,0.0,13.2
10,50,100,Islands(2),2,9.231639234810409,8.75,0.0,0.0,13.2
10,50,100,Islands(2),3,9.117263374695561,8.64,0.0,0.0,12.7
10,50,100,Islands(2),4,9.261608561983309,8.88,0.0,0.0,16.4
10,50,100,Islands(2),5,9.14107106129239,8.79,0.0,0.0,17.4
10,50,100,Islands(8),0,0.0,0.0,0.0,0.0,127.0
10,50,100,Islands(8),1,9.335514508041772,8.95,0.0,0.0,117.6
10,50,100,Islands(8),2,9.421310921664974,9.06,0.0,0.0,110.9
10,50,100,Islands(8),3,9.602347374655789,9.15,0.0,0.0,123.0
10,50,100,Islands(8),4,9.358997545422069,9.02,0.0,0.0,116.7
10,50,100,Islands(8),5,9.395004852199216,9.09,0.0,0.0,119.2
10,50,200,SingleThreaded,0,0.0,0.0,0.0,200.0,4.7
10,50,200,SingleThreaded,1,5.464925461873452,5.17,0.0,200.0,12.0
10,50,200,SingleThreaded,2,5.464925461873452,5.17,0.0,200.0,16.0
10,50,200,SingleThreaded,3,5.464925461873452,5.17,0.0,200.0,22.3
10,50,200,SingleThreaded,4,5.464925461873452,5.17,0.0,200.0,26.5
10,50,200,SingleThreaded,5,5.464925461873452,5.17,0.0,200.0,31.1
10,50,200,MasterSlave,0,0.0,0.0,0.0,200.0,13.4
10,50,200,MasterSlave,1,5.464925461873452,5.17,0.0,200.0,15.4
10,50,200,MasterSlave,2,5.464925461873452,5.17,0.0,200.0,16.8
10,50,200,MasterSlave,3,5.464925461873452,5.17,0.0,200.0,18.1
10,50,200,MasterSlave,4,5.464925461873452,5.17,0.0,200.0,18.3
10,50,200,MasterSlave,5,5.464925461873452,5.17,0.0,200.0,19.1
10,50,200,Islands(2),0,0.0,0.0,0.0,1.0,27.4
10,50,200,Islands(2),1,9.417449596826328,8.97,0.0,1.0,27.4
10,50,200,Islands(2),2,9.118887574005498,8.72,0.0,1.0,24.1
10,50,200,Islands(2),3,9.393804068837508,8.71,0.0,1.0,28.3
10,50,200,Islands(2),4,9.07073186979429,8.68,0.0,1.0,30.7
10,50,200,Islands(2),5,9.394525719828774,8.72,0.0,1.0,34.1
10,50,200,Islands(8),0,0.0,0.0,0.0,1.0,224.2
